COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_MF	p_M	N_MF	N_M
Aspartyl-tRNA synthetase (AspS) (PDB:1C0A)	0	1	1	NA	COG0173	GC_00002463	1	1	1	1
Co/Zn/Cd efflux system component (CzcD)	0	1	1	NA	COG1230	GC_00001376, GC_00003107	1	1	1	1
RNA polymerase-binding transcription factor DksA (DksA) (PDB:1TJL)	0	1	1	NA	COG1734	GC_00001823	1	1	1	1
Membrane-associated phospholipid phosphatase (PgpB) (PDB:1D2T)!!!Phosphatidylglycerol kinase, diacylglycerol kinase family (LCB5) (PDB:2BON) (PUBMED:17351295)	0	1	1	NA	COG0671!!!COG1597	GC_00002968	1	1	1	1
Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases (MsrP) (PDB:1OGP) (PUBMED:26641313;32750406)	0	1	1	NA	COG2041	GC_00001195, GC_00001770, GC_00002471, GC_00003229, GC_00003343	1	1	1	1
Predicted kinase related to dihydroxyacetone kinase (YloV)	0	1	1	NA	COG1461	GC_00002481	1	1	1	1
NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)!!!Rhamnose utilisation protein RhaD, predicted bifunctional aldolase and dehydrogenase (RhaD) (PDB:3M4R)	0	1	1	NA	COG1028!!!COG3347	GC_00000373	1	1	1	1
Ribosomal protein L7/L12 (RplL) (PDB:1CTF)	0	1	1	NA	COG0222	GC_00001310	1	1	1	1
Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit (HyfB) (PDB:6CFW)	0	1	1	NA	COG0651	GC_00000265, GC_00001905	1	1	1	1
Uncharacterized MnhB-related membrane protein (PDB:6CFW)	0	1	1	NA	COG1563	GC_00001597	1	1	1	1
Threonine synthase (ThrC) (PDB:1VB3)	0	1	1	NA	COG0498	GC_00003489	1	1	1	1
Recombinational DNA repair ATPase RecF (RecF) (PDB:5Z67)	0	1	1	NA	COG1195	GC_00002715	1	1	1	1
Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase) (BrkB)	0	1	1	NA	COG1295	GC_00001906, GC_00003409	1	1	1	1
Ribosomal protein L27 (RpmA) (PDB:1VS6)	0	1	1	NA	COG0211	GC_00000911	1	1	1	1
Branched-chain amino acid ABC-type transport system, permease component (LivH)	0	1	1	NA	COG0559	GC_00001010	1	1	1	1
Archaeal/vacuolar-type H+-ATPase subunit B/Vma2 (NtpB) (PDB:3GQB)	0	1	1	NA	COG1156	GC_00001961	1	1	1	1
Xanthine/uracil permease (UraA) (PDB:3QE7)	0	1	1	NA	COG2233	GC_00000726, GC_00003533	1	1	1	1
Galactose mutarotase or related enzyme (GalM) (PDB:1LUR)	0	1	1	NA	COG2017	GC_00001680, GC_00002091	1	1	1	1
FAD/FMN-containing lactate dehydrogenase/glycolate oxidase (GlcD) (PDB:1AHU)	0	1	1	NA	COG0277	GC_00002164, GC_00002253, GC_00002536	1	1	1	1
Uncharacterized conserved protein, DUF305 family (PDB:5FEJ)	0	1	1	NA	COG3544	GC_00002059	1	1	1	1
7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis) (FolK) (PDB:1CBK)	0	1	1	NA	COG0801	GC_00003106	1	1	1	1
Predicted lipid transporter YdfJ, MMPL/SSD domain, RND superfamily (YdfJ) (PUBMED:10694977;15941986)	0	1	1	NA	COG2409	GC_00002152, GC_00002464	1	1	1	1
Kynureninase (Bna5)	0	1	1	NA	COG3844	GC_00001934	1	1	1	1
Heme/copper-type cytochrome/quinol oxidase, subunit 3 (CyoC) (PDB:1QLE)	0	1	1	NA	COG1845	GC_00001306	1	1	1	1
Nicotinate-nucleotide adenylyltransferase NadD (NadD) (PDB:1YUM)	0	1	1	NA	COG1057	GC_00001619	1	1	1	1
Thioredoxin/glutathione peroxidase BtuE, reduces lipid peroxides (BtuE) (PDB:2P5Q) (PUBMED:22931285)	0	1	1	NA	COG0386	GC_00000271	1	1	1	1
Exoribonuclease R (VacB) (PDB:6H25)	0	1	1	NA	COG0557	GC_00002339	1	1	1	1
Uncharacterized membrane protein YckC, RDD family (YckC)	0	1	1	NA	COG1714	GC_00002903, GC_00003375	1	1	1	1
Choline dehydrogenase or related flavoprotein (BetA) (PDB:1B4V)	0	1	1	NA	COG2303	GC_00000462, GC_00003063	1	1	1	1
ABC-type thiamine/hydroxymethylpyrimidine transport system, permease component (YkoE) (PDB:5EDL)	0	1	1	NA	COG4721	GC_00000205	1	1	1	1
Thioredoxin reductase (TrxB) (PDB:3FBS)!!!cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9)	0	1	1	NA	COG0492!!!COG0664	GC_00002062	1	1	1	1
Predicted benzoate:H+ symporter BenE (BenE)	0	1	1	NA	COG3135	GC_00003195	1	1	1	1
Mn2+ or Fe2+ transporter, NRAMP family (MntH) (PDB:5KTE)	0	1	1	NA	COG1914	GC_00000847, GC_00003475	1	1	1	1
1,4-dihydroxy-2-naphthoate polyprenyltransferase (MenA)	0	1	1	NA	COG1575	GC_00001565	1	1	1	1
Ornithine carbamoyltransferase (ArgF) (PDB:1A1S)	0	1	1	NA	COG0078	GC_00003478	1	1	1	1
Peptide methionine sulfoxide reductase MsrB (MsrB) (PDB:1L1D)	0	1	1	NA	COG0229	GC_00000610	1	1	1	1
Mannose-6-phosphate isomerase, class I (ManA) (PDB:1PMI)	0	1	1	NA	COG1482	GC_00002042	1	1	1	1
Transmembrane transcriptional regulator RsiW (anti-sigma-W factor) (RsiW)	0	1	1	NA	COG5662	GC_00000551, GC_00003257	1	1	1	1
4-diphosphocytidyl-2C-methyl-D-erythritol kinase (IspE) (PDB:1OJ4)	0	1	1	NA	COG1947	GC_00002721	1	1	1	1
Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family (PDB:3CGX)	0	1	1	NA	COG3222	GC_00003541	1	1	1	1
ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component (PotA) (PDB:1Z47)	0	1	1	NA	COG3842	GC_00000760, GC_00000956	1	1	1	1
tRNA A37 methylthiotransferase MiaB (MiaB) (PDB:4JC0) (PUBMED:17407324;20472640;20584901)	0	1	1	NA	COG0621	GC_00000666	1	1	1	1
Phosphatidylglycerol kinase, diacylglycerol kinase family (LCB5) (PDB:2BON) (PUBMED:17351295)	0	1	1	NA	COG1597	GC_00001334, GC_00002831, GC_00003420	1	1	1	1
Preprotein translocase subunit SecA (ATPase, RNA helicase) (SecA) (PDB:2FSF)	0	1	1	NA	COG0653	GC_00003029	1	1	1	1
Sulfur transfer protein SufE, Fe-S cluster assembly (SufE) (PDB:1MZG)	0	1	1	NA	COG2166	GC_00003007	1	1	1	1
GMP synthase, glutamine amidotransferase domain (GuaA1) (PDB:4WIM)	0	1	1	NA	COG0518	GC_00001910	1	1	1	1
Inosine-uridine nucleoside N-ribohydrolase (URH1) (PDB:1EZR)	0	1	1	NA	COG1957	GC_00001501, GC_00001848, GC_00002736, GC_00003772	1	1	1	1
DNA segregation ATPase FtsK/SpoIIIE or related protein (FtsK) (PDB:2IUT)!!!Forkhead associated (FHA) domain, binds pSer, pThr, pTyr (FHA) (PDB:2FEZ)	0	1	1	NA	COG1674!!!COG1716	GC_00003183	1	1	1	1
ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)	0	1	1	NA	COG3839	GC_00003079	1	1	1	1
DNA-binding transcriptional regulator LsrR, DeoR family (DeoR) (PDB:2GNP) (PUBMED:23974133;24893262)	0	1	1	NA	COG2390	GC_00000819	1	1	1	1
Primosomal protein N' (replication factor Y) - superfamily II helicase (PriA) (PDB:6DCR)	0	1	1	NA	COG1198	GC_00002426	1	1	1	1
Ribosomal protein S18 (RpsR) (PDB:4V4H)	0	1	1	NA	COG0238	GC_00000184	1	1	1	1
Flagellar hook-length control protein FliK (FliK) (PDB:2RRL)	0	1	1	NA	COG3144	GC_00003013	1	1	1	1
Nitrogen regulatory protein PII (GlnK) (PDB:2GW8) (PUBMED:24610711)	0	1	1	NA	COG0347	GC_00000037	1	1	1	1
Gentisate 1,2-dioxygenase (PDB:3BU7)	0	1	1	NA	COG3435	GC_00002363	1	1	1	1
Aconitase A (AcnA) (PDB:1ACO)	0	1	1	NA	COG1048	GC_00003507	1	1	1	1
Ribose 5-phosphate isomerase RpiB (RpiB) (PDB:1NN4)	0	1	1	NA	COG0698	GC_00000151, GC_00000700	1	1	1	1
Histidyl-tRNA synthetase (HisS) (PDB:1KMM)	0	1	1	NA	COG0124	GC_00000202	1	1	1	1
Preprotein translocase subunit SecD (SecD) (PDB:3AQP) (PUBMED:26100040)	0	1	1	NA	COG0342	GC_00002503	1	1	1	1
Diaminopimelate epimerase (DapF) (PDB:1BWZ)	0	1	1	NA	COG0253	GC_00000201	1	1	1	1
Acetate kinase (AckA) (PDB:3SK3)	0	1	1	NA	COG0282	GC_00000472	1	1	1	1
Single-stranded DNA-binding protein (Ssb) (PDB:1EQQ)	0	1	1	NA	COG0629	GC_00000172, GC_00003158	1	1	1	1
Chromosomal replication initiation ATPase DnaA (DnaA) (PDB:1L8Q)	0	1	1	NA	COG0593	GC_00001751	1	1	1	1
Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain (Atl1) (PDB:2KIF) (PUBMED:19516334)	0	1	1	NA	COG3695	GC_00001207	1	1	1	1
Prolipoprotein diacylglyceryltransferase (Lgt) (PDB:5AZB)	0	1	1	NA	COG0682	GC_00003134, GC_00003205	1	1	1	1
Diaminopimelate decarboxylase (LysA) (PDB:1D7K)	0	1	1	NA	COG0019	GC_00000759	1	1	1	1
Purine nucleoside phosphorylase (XapA) (PDB:1YQQ)	0	1	1	NA	COG0005	GC_00000407, GC_00001855	1	1	1	1
dsRNA-specific ribonuclease (Rnc) (PDB:1DI2)	0	1	1	NA	COG0571	GC_00003476	1	1	1	1
Uncharacterized pentameric protein YbjQ, UPF0145 family (YbjQ) (PDB:1VR4) (PUBMED:23935051)	0	1	1	NA	COG0393	GC_00003353	1	1	1	1
Predicted acetyltransferase, GNAT superfamily (YidJ) (PDB:1R57)	0	1	1	NA	COG2388	GC_00001198, GC_00001600, GC_00003075	1	1	1	1
Ribosomal protein S8 (RpsH) (PDB:4V4H)	0	1	1	NA	COG0096	GC_00001233	1	1	1	1
Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase (PurE) (PDB:1D7A)	0	1	1	NA	COG0041	GC_00002060	1	1	1	1
Predicted membrane GTPase TypA/BipA involved in stress response (TypA) (PDB:5A9V)	0	1	1	NA	COG1217	GC_00001702	1	1	1	1
5-hydroxyisourate hydrolase (purine catabolism), transthyretin-related family (HiuH) (PDB:2IGL)	0	1	1	NA	COG2351	GC_00001398	1	1	1	1
3-phosphoglycerate kinase (Pgk) (PDB:13PK)	0	1	1	NA	COG0126	GC_00002190	1	1	1	1
D-arabinose 5-phosphate isomerase GutQ (GutQ) (PDB:5UQI)	0	1	1	NA	COG0794	GC_00002529	1	1	1	1
ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA (ZnuA) (PDB:1K0F)	0	1	1	NA	COG0803	GC_00001649, GC_00003642	1	1	1	1
N-acetylglucosamine-6-phosphate deacetylase (NagA) (PDB:1O12)	0	1	1	NA	COG1820	GC_00002222, GC_00002801, GC_00003546	1	1	1	1
Uncharacterized membrane protein YhgE, phage infection protein (PIP) family (YhgE)	0	1	1	NA	COG1511	GC_00002841	1	1	1	1
DNA-binding transcriptional regulator, ArsR family (ArsR) (PDB:3F6V)!!!Chalcone/flavanone-binding protein YndB, AHSA1/START/SRPBCC domain (YndB) (PDB:2KTE) (PUBMED:20818668)	0	1	1	NA	COG0640!!!COG3832	GC_00000239, GC_00002775	1	1	1	1
Lyzozyme M1 (1,4-beta-N-acetylmuramidase), GH25 family (Acm) (PDB:1H09)!!!LGFP repeat-containing protein, may be involved in cell wall binding (Psp3) (PUBMED:18629042)	0	1	1	NA	COG3757!!!COG5479	GC_00000828	1	1	1	1
S-adenosylmethionine synthetase (MetK) (PDB:1FUG)	0	1	1	NA	COG0192	GC_00002974	1	1	1	1
Ribosome biogenesis GTPase RsgA (RsgA) (PDB:1T9H)	0	1	1	NA	COG1162	GC_00002781	1	1	1	1
GMP synthase, glutamine amidotransferase domain (GuaA1) (PDB:4WIM)!!!GMP synthase, PP-ATPase domain/subunit (GuaA2) (PDB:4WIM)	0	1	1	NA	COG0518!!!COG0519	GC_00000331, GC_00002916	1	1	1	1
Metal-sulfur cluster biosynthetic enzyme (PaaD) (PDB:1UWD)	0	1	1	NA	COG2151	GC_00000618, GC_00002187	1	1	1	1
Ribosomal protein L5 (RplE) (PDB:1VS6)	0	1	1	NA	COG0094	GC_00000691	1	1	1	1
Metal-dependent amidase/aminoacylase/carboxypeptidase (AbgB) (PDB:3RAM) (PUBMED:17307853)	0	1	1	NA	COG1473	GC_00000590, GC_00001987, GC_00002279, GC_00003421, GC_00003830	1	1	1	1
Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)	0	1	1	NA	COG3920	GC_00000690	1	1	1	1
ABC-type phosphate transport system, periplasmic component (PstS) (PDB:2Q9T)	0	1	1	NA	COG0226	GC_00001574	1	1	1	1
2-Methylisocitrate lyase and related enzymes, PEP mutase family (PrpB) (PDB:1XG3)	0	1	1	NA	COG2513	GC_00002073, GC_00003401	1	1	1	1
Protease II (PtrB) (PDB:4BP9)	0	1	1	NA	COG1770	GC_00002562	1	1	1	1
Predicted RNA polymerase sigma factor, contains C-terminal TPR domain	0	1	1	NA	COG4941	GC_00000830, GC_00003185, GC_00003361	1	1	1	1
Tetrahydrodipicolinate N-succinyltransferase (DapD) (PDB:3BXY)	0	1	1	NA	COG2171	GC_00003573	1	1	1	1
Inorganic pyrophosphatase (Ppa) (PDB:117E)	0	1	1	NA	COG0221	GC_00001542	1	1	1	1
ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components (CydC)!!!ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components (CydD)	0	1	1	NA	COG4987!!!COG4988	GC_00001809	1	1	1	1
Electron transfer flavoprotein, alpha and beta subunits (FixA) (PDB:5OL2)	0	1	1	NA	COG2086	GC_00001828, GC_00002652	1	1	1	1
5-oxoprolinase subunit B/Allophanate hydrolase subunit 1 (PxpB) (PDB:2KWA) (PUBMED:28830929)	0	1	1	NA	COG2049	GC_00000486, GC_00001799, GC_00003003	1	1	1	1
S-adenosylhomocysteine hydrolase (SAM1) (PDB:1A7A)	0	1	1	NA	COG0499	GC_00003251	1	1	1	1
ABC-type phosphate transport system, permease component (PstC)	0	1	1	NA	COG0573	GC_00003060	1	1	1	1
2-keto-3-deoxy-L-rhamnonate aldolase RhmA (HpcH) (PDB:1DXE)	0	1	1	NA	COG3836	GC_00002041, GC_00002712, GC_00003122	1	1	1	1
ABC-type transport system involved in cytochrome c biogenesis, permease component (CcmC)	0	1	1	NA	COG0755	GC_00000431	1	1	1	1
Uncaracterized surface protein containing fasciclin (FAS1) repeats (FAS1)	0	1	1	NA	COG2335	GC_00000697	1	1	1	1
ABC-type proline/glycine betaine transport system, ATPase component (OpuBA)	0	1	1	NA	COG1125	GC_00000548	1	1	1	1
Heme A synthase (CtaA) (PDB:6A2J)	0	1	1	NA	COG1612	GC_00001174	1	1	1	1
Undecaprenyl pyrophosphate synthase (UppS) (PDB:1X07)	0	1	1	NA	COG0020	GC_00001952, GC_00003193	1	1	1	1
NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) (NuoF) (PDB:2FUG)	0	1	1	NA	COG1894	GC_00003089	1	1	1	1
Uncharacterized conserved protein YoxC, contains an MCP-like domain	0	1	1	NA	COG4768	GC_00000561	1	1	1	1
RNA 2',3'-cyclic phosphodiesterase (2'-5' RNA ligase) (ThpR) (PDB:1IUH) (PUBMED:25239919)	0	1	1	NA	COG1514	GC_00000868	1	1	1	1
Aspartate oxidase (NadB) (PDB:1KNP)	0	1	1	NA	COG0029	GC_00000579	1	1	1	1
Lipopolysaccharide biosynthesis regulator YciM/LapB, contains six TPR domains and a C-terminal metal-binding domain (LapB) (PDB:4ZLH) (PUBMED:24187084;24266962)	0	1	1	NA	COG2956	GC_00000951	1	1	1	1
Membrane protein involved in the export of O-antigen and teichoic acid (RfbX)	0	1	1	NA	COG2244	GC_00003178, GC_00003803	1	1	1	1
Trehalose-6-phosphate synthase, GT20 family (OtsA) (PDB:1UQT) (PUBMED:28830929)	0	1	1	NA	COG0380	GC_00001801	1	1	1	1
Prolyl-tRNA synthetase (ProS) (PDB:5XIF)	0	1	1	NA	COG0442	GC_00000569	1	1	1	1
Alpha-tubulin suppressor ATS1 and related RCC1 domain-containing proteins (ATS1) (PDB:1A12)	0	1	1	NA	COG5184	GC_00001271, GC_00002476	1	1	1	1
2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family (FadH) (PDB:1BWK)	0	1	1	NA	COG1902	GC_00000224, GC_00002017	1	1	1	1
Uncharacterized protein, contains DUF3084 domain	0	1	1	NA	COG4372	GC_00001475, GC_00002582	1	1	1	1
Valyl-tRNA synthetase (ValS) (PDB:1GAX)	0	1	1	NA	COG0525	GC_00003459	1	1	1	1
Methionine aminopeptidase (Map) (PDB:3J2I)	0	1	1	NA	COG0024	GC_00000311, GC_00000972, GC_00001311, GC_00002087	1	1	1	1
Homoaconitase/3-isopropylmalate dehydratase large subunit (LeuC) (PDB:4KP1)	0	1	1	NA	COG0065	GC_00003016	1	1	1	1
L-rhamnose isomerase (PDB:3M0Y)	0	1	1	NA	COG4952	GC_00000270	1	1	1	1
Membrane-associated serine protease, rhomboid family (GlpG) (PDB:2IC8)	0	1	1	NA	COG0705	GC_00000268	1	1	1	1
CTP synthase (UTP-ammonia lyase) (PyrG) (PDB:1S1M)	0	1	1	NA	COG0504	GC_00000483	1	1	1	1
Prephenate dehydratase (PheA2) (PDB:1PHZ)	0	1	1	NA	COG0077	GC_00002206	1	1	1	1
Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)	0	1	1	NA	COG0463	GC_00000284, GC_00001157, GC_00001261, GC_00001326, GC_00001794, GC_00002299, GC_00002413, GC_00003917, GC_00004134	1	1	1	1
Predicted  kinase, aminoglycoside phosphotransferase (APT) family (YcbJ)	0	1	1	NA	COG3173	GC_00002004, GC_00002730, GC_00003490	1	1	1	1
Uncharacterized membrane protein (PUBMED:30962626)	0	1	1	NA	COG4291	GC_00000045	1	1	1	1
Molybdoenzyme maturation factor PaoD (Mo cofactor insertion), XdhC/CoxF family (XdhC) (PDB:2WE7) (PUBMED:24498065)!!!Heavy metal-bindng TRASH/YHS domain, predicted Cu/Ag metallochaperone (YHS)	0	1	1	NA	COG1975!!!COG3350	GC_00002201	1	1	1	1
4-hydroxy-tetrahydrodipicolinate reductase (DapB) (PDB:1ARZ) (PUBMED:29684280)	0	1	1	NA	COG0289	GC_00003133	1	1	1	1
Outer membrane lipoprotein-sorting protein (LolA) (PDB:1IWL)	0	1	1	NA	COG2834	GC_00001767	1	1	1	1
Superfamily I DNA and/or RNA helicase (DNA2) (PDB:2GJK)	0	1	1	NA	COG1112	GC_00000531, GC_00003308, GC_00004033	1	1	1	1
K+-transporting ATPase, KdpC subunit (KdpC) (PDB:5MRW)	0	1	1	NA	COG2156	GC_00000889	1	1	1	1
Predicted dithiol-disulfide isomerase, DsbA/YjbH family (virulence, stress resistance) (FrnE) (PDB:6GHB)	0	1	1	NA	COG2761	GC_00001374, GC_00003357	1	1	1	1
Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain (GcvP1) (PDB:4LGL)!!!Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain (GcvP2) (PDB:4LGL)	0	1	1	NA	COG0403!!!COG1003	GC_00001781	1	1	1	1
5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain (LigW) (PDB:2DVT) (PUBMED:26714575)	0	1	1	NA	COG2159	GC_00000103, GC_00002424, GC_00003974	1	1	1	1
Bifunctional DNase/RNase (PDB:1SJ5) (PUBMED:20018603)	0	1	1	NA	COG1259	GC_00001330	1	1	1	1
Serine/threonine protein kinase (SPS1) (PDB:6G4J)!!!GAF domain (GAF)	0	1	1	NA	COG0515!!!COG2203	GC_00001914	1	1	1	1
ABC-type multidrug transport system, ATPase component (CcmA) (PDB:5DO7)	0	1	1	NA	COG1131	GC_00000866, GC_00001105, GC_00001441, GC_00001755, GC_00001764, GC_00001808, GC_00002093, GC_00002161, GC_00002356, GC_00002448, GC_00003049, GC_00003101, GC_00003511, GC_00003554	1	1	1	1
Transposase InsO and inactivated derivatives (Tra5)	0	1	1	NA	COG2801	GC_00002264, GC_00003644, GC_00003878, GC_00004028	1	1	1	1
Phosphate starvation-inducible protein PhoH, predicted ATPase (PhoH) (PDB:3B85) (PUBMED:8444794;12762842)	0	1	1	NA	COG1702	GC_00002585	1	1	1	1
Lipoprotein signal peptidase (LspA) (PDB:5DIR)	0	1	1	NA	COG0597	GC_00002184	1	1	1	1
K+ transport ATPase, ATPase subunit KdpB (KdpB) (PDB:5MRW)	0	1	1	NA	COG2216	GC_00002212	1	1	1	1
Superfamily II RNA helicase (Dob10) (PDB:4A4Z)	0	1	1	NA	COG4581	GC_00002056, GC_00003150	1	1	1	1
DNA uptake protein ComE or related DNA-binding protein (ComEA) (PDB:2DUY)	0	1	1	NA	COG1555	GC_00003192	1	1	1	1
Phosphatidylserine decarboxylase (Psd) (PDB:6L06)	0	1	1	NA	COG0688	GC_00000715	1	1	1	1
Citrate lyase beta subunit (CitE) (PDB:4ROQ)	0	1	1	NA	COG2301	GC_00000059, GC_00001931, GC_00002319, GC_00002326	1	1	1	1
Preprotein translocase subunit SecF (SecF) (PDB:2FYH) (PUBMED:28830929)	0	1	1	NA	COG0341	GC_00002231	1	1	1	1
Ribosomal protein S6 (RpsF) (PDB:4V4H)	0	1	1	NA	COG0360	GC_00001712	1	1	1	1
D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family (AdhP) (PDB:5O8Q)	0	1	1	NA	COG1064	GC_00000091, GC_00000854, GC_00002816, GC_00003304	1	1	1	1
1,4-alpha-glucan branching enzyme (GlgB) (PDB:4LPC) (PUBMED:25871919)!!!Predicted trehalose synthase (Ble)	0	1	1	NA	COG0296!!!COG3281	GC_00003338	1	1	1	1
Molybdopterin Mo-transferase (molybdopterin biosynthesis) (MoeA) (PDB:2NQU) (PUBMED:18801996;32239579)	0	1	1	NA	COG0303	GC_00001738, GC_00002891	1	1	1	1
Ribosomal protein L11 (RplK) (PDB:2E34)	0	1	1	NA	COG0080	GC_00001045	1	1	1	1
Maltooligosyltrehalose synthase (TreY)	0	1	1	NA	COG3280	GC_00002302	1	1	1	1
ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)	0	1	1	NA	COG1123	GC_00000842, GC_00000899, GC_00001438, GC_00002112, GC_00002340, GC_00002777, GC_00003070, GC_00003664	1	1	1	1
Acetyltransferase, isoleucine patch superfamily (WbbJ)!!!Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily (PaaY) (PDB:6IVE)!!!EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase (EntF) (PDB:5ES5)	0	1	1	NA	COG0110!!!COG0663!!!COG1020	GC_00002323	1	1	1	1
Heme/copper-type cytochrome/quinol oxidase, subunit 2 (CyoA) (PDB:1CYW)	0	1	1	NA	COG1622	GC_00001513	1	1	1	1
AAA+-type ATPase, SpoVK/Ycf46/Vps4 family (SpoVK) (PDB:3SYL)!!!N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)	0	1	1	NA	COG0464!!!COG1246	GC_00002883	1	1	1	1
Pyruvate dehydrogenase complex, dehydrogenase (E1) component (AceE) (PDB:1L8A)	0	1	1	NA	COG2609	GC_00000085, GC_00001900	1	1	1	1
Aspartate ammonia-lyase (AspA) (PDB:6WNG)	0	1	1	NA	COG1027	GC_00003391	1	1	1	1
tRNA(Arg) A34 adenosine deaminase TadA (TadA) (PDB:2A8N)	0	1	1	NA	COG0590	GC_00000046, GC_00001036, GC_00001596	1	1	1	1
Mg2+/citrate symporter (CitM)	0	1	1	NA	COG2851	GC_00001011	1	1	1	1
Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K)	0	1	1	NA	COG1381	GC_00000861	1	1	1	1
Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit (GatB) (PDB:3H0M)	0	1	1	NA	COG0064	GC_00003451	1	1	1	1
Triosephosphate isomerase (TpiA) (PDB:1HG3)	0	1	1	NA	COG0149	GC_00000597	1	1	1	1
16S rRNA G1207 methylase RsmC (RsmC) (PDB:1DUS)	0	1	1	NA	COG2813	GC_00000183, GC_00002482	1	1	1	1
L-aminopeptidase/D-esterase (DmpA) (PDB:1B65)	0	1	1	NA	COG3191	GC_00002175	1	1	1	1
Uncharacterized membrane protein YdcZ, DUF606 family (ydcZ)	0	1	1	NA	COG3238	GC_00002845	1	1	1	1
Ammonia channel protein AmtB (AmtB) (PDB:1U77)	0	1	1	NA	COG0004	GC_00000020	1	1	1	1
Sulfite reductase, beta subunit (hemoprotein) (CysI) (PDB:1AOP)	0	1	1	NA	COG0155	GC_00002613	1	1	1	1
Flagellar biosynthesis protein FlhB (FlhB) (PDB:6S3L)	0	1	1	NA	COG1377	GC_00001227	1	1	1	1
Phosphate uptake regulator PhoU (PhoU) (PDB:1T8B)	0	1	1	NA	COG0704	GC_00001077	1	1	1	1
Na+-driven multidrug efflux pump, DinF/NorM/MATE family (NorM) (PDB:3VVN) (PUBMED:29915058)	0	1	1	NA	COG0534	GC_00001933	1	1	1	1
Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71)	0	1	1	NA	COG1475	GC_00001527, GC_00003746	1	1	1	1
Serine/threonine protein phosphatase PrpC (PTC1) (PDB:6IHL)	0	1	1	NA	COG0631	GC_00002434, GC_00002993	1	1	1	1
Sugar phosphate permease (UhpC) (PDB:1PW4)	0	1	1	NA	COG2271	GC_00000413, GC_00001633, GC_00001814, GC_00001858, GC_00002578, GC_00002879, GC_00003901, GC_00003940	1	1	1	1
UDP:flavonoid glycosyltransferase YjiC, YdhE family (YjiC) (PDB:2ACV) (PUBMED:23974133)	0	1	1	NA	COG1819	GC_00002433	1	1	1	1
Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain (NagC) (PDB:1WOQ)	0	1	1	NA	COG1940	GC_00000042, GC_00000328, GC_00000396, GC_00000506, GC_00000742, GC_00000925, GC_00001703, GC_00002460, GC_00003115, GC_00003149, GC_00003372	1	1	1	1
NhaP-type Na+/H+ or K+/H+ antiporter (NhaP) (PDB:4CZB)	0	1	1	NA	COG0025	GC_00003018, GC_00003716	1	1	1	1
Phosphoribosyl-ATP pyrophosphohydrolase (HisI2) (PDB:6J22)	0	1	1	NA	COG0140	GC_00001142	1	1	1	1
Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains (GlmS) (PDB:2J6H)	0	1	1	NA	COG0449	GC_00000278, GC_00001697	1	1	1	1
Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain (YggE) (PDB:4HVZ)	0	1	1	NA	COG2968	GC_00003477	1	1	1	1
Alanine dehydrogenase (includes sporulation protein SpoVN) (Ald) (PDB:2EEZ)	0	1	1	NA	COG0686	GC_00002132, GC_00002558	1	1	1	1
Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G)	0	1	1	NA	COG0115	GC_00002554, GC_00002870, GC_00003138	1	1	1	1
